Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
93223-KAR,Male,60,Yes,Karnataka,7,10,Deal 5,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,51,51,0,0,1,52,Churned,Competitor,Competitor had better devices
35885-MAD,Female,55,No,Madhya Pradesh,9,25,None,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,51,354,0,0,241,595,Churned,Attitude,Attitude of service provider
15571-ASS,Female,69,No,Assam,10,19,None,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,90,3372,0,0,577,3949,Stayed,Others,Others
79804-UTT,Female,37,No,Uttar Pradesh,13,3,Deal 2,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25,1331,0,0,1537,2868,Stayed,Others,Others
42047-TAM,Female,44,Yes,Tamil Nadu,13,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20,886,0,0,978,1864,Stayed,Others,Others
77189-WES,Male,57,No,West Bengal,4,22,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24,1078,0,0,121,1199,Stayed,Others,Others
35919-PUN,Male,26,No,Punjab,13,11,None,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,82,2070,0,0,1117,3187,Stayed,Others,Others
98676-MAD,Female,61,Yes,Madhya Pradesh,13,3,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,99,5581,0,0,615,6196,Stayed,Others,Others
81449-TAM,Female,35,No,Tamil Nadu,12,25,None,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85,5560,0,0,1711,7271,Stayed,Others,Others
36787-AND,Male,30,Yes,Andhra Pradesh,12,27,None,No,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,46,1246,0,30,0,1276,Stayed,Others,Others
23983-MAH,Female,32,Yes,Maharashtra,2,34,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86,792,0,0,104,895,Stayed,Others,Others
68370-HAR,Female,62,Yes,Haryana,8,32,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45,438,0,0,284,723,Churned,Other,Don't know
11167-WES,Female,43,Yes,West Bengal,3,28,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116,8298,43,110,1873,10238,Stayed,Others,Others
27846-JHA,Female,45,Yes,Jharkhand,13,19,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19,289,0,0,497,786,Churned,Price,Long distance charges
61112-TAM,Male,43,Yes,Tamil Nadu,6,17,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,94,6579,0,0,384,6963,Churned,Price,Long distance charges
78315-TAM,Male,42,No,Tamil Nadu,10,4,None,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,86,6111,0,0,783,6893,Stayed,Others,Others
64050-UTT,Female,19,No,Uttar Pradesh,4,4,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99,1956,0,0,129,2085,Stayed,Others,Others
53199-BIH,Female,49,No,Bihar,0,30,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,1079,0,0,1418,2497,Stayed,Others,Others
53706-KER,Female,36,No,Kerala,0,16,None,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49,1233,0,0,116,1349,Stayed,Others,Others
77862-TAM,Female,24,Yes,Tamil Nadu,9,6,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,883,0,0,636,1520,Stayed,Others,Others
59202-BIH,Female,18,No,Bihar,5,5,None,Yes,No,Yes,DSL,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,55,55,0,0,36,91,Churned,Dissatisfaction,Poor expertise of online support
68915-WES,Female,42,No,West Bengal,8,4,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24,132,0,0,34,166,Stayed,Others,Others
62569-UTT,Male,24,No,Uttar Pradesh,1,4,None,No,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,44,792,0,0,0,792,Stayed,Others,Others
89279-ODI,Male,43,Yes,Odisha,6,11,None,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,79,5753,0,40,2146,7939,Stayed,Others,Others
92904-KAR,Male,34,No,Karnataka,3,26,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,103,7363,45,0,2136,9453,Stayed,Others,Others
91617-AND,Female,76,No,Andhra Pradesh,6,24,None,No,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44,263,0,0,0,263,Stayed,Others,Others
59731-HAR,Female,24,No,Haryana,15,9,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,-4,5402,0,20,1614,7035,Stayed,Others,Others
21500-HAR,Female,38,Yes,Haryana,5,28,None,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51,240,0,0,52,291,Churned,Dissatisfaction,Product dissatisfaction
38785-TAM,Female,53,Yes,Tamil Nadu,4,35,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,21,1218,0,0,691,1910,Stayed,Others,Others
71631-KAR,Female,30,No,Karnataka,0,27,Deal 3,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,96,3693,0,0,175,3868,Churned,Attitude,Attitude of service provider
34520-UTT,Female,51,No,Uttar Pradesh,1,5,Deal 2,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,61,3145,0,0,2406,5551,Stayed,Others,Others
63137-TAM,Female,18,No,Tamil Nadu,12,12,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103,6018,0,0,2581,8599,Churned,Competitor,Competitor made better offer
17723-MAH,Female,42,No,Maharashtra,15,9,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,82,3142,0,0,48,3190,Stayed,Others,Others
76985-GUJ,Female,26,Yes,Gujarat,12,30,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,80,2603,0,0,848,3452,Stayed,Others,Others
33812-PUD,Male,24,No,Puducherry,12,8,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19,415,0,0,620,1036,Stayed,Others,Others
56778-PUN,Female,61,Yes,Punjab,9,36,Deal 3,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,81,2472,0,0,884,3356,Stayed,Others,Others
38932-TAM,Female,59,No,Tamil Nadu,5,8,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106,2240,0,0,576,2815,Churned,Dissatisfaction,Service dissatisfaction
39438-PUN,Male,44,Yes,Punjab,13,13,None,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81,5135,0,0,3167,8303,Stayed,Others,Others
67754-WES,Female,31,Yes,West Bengal,0,15,Deal 1,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,80,5811,0,0,3244,9055,Stayed,Others,Others
36043-TAM,Female,27,No,Tamil Nadu,14,23,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,-10,768,0,0,274,1042,Stayed,Others,Others
52683-GUJ,Female,23,No,Gujarat,7,2,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,104,6363,0,0,2787,9151,Stayed,Others,Others
15837-RAJ,Female,58,Yes,Rajasthan,3,16,None,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85,4462,0,0,1665,6127,Stayed,Others,Others
97161-MAD,Female,34,Yes,Madhya Pradesh,14,17,None,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,46,3121,0,0,0,3121,Stayed,Others,Others
41842-PUD,Female,49,No,Puducherry,8,24,None,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,73,4953,0,0,2321,7274,Stayed,Others,Others
95603-GUJ,Male,46,No,Gujarat,4,4,None,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,67,980,0,0,310,1289,Stayed,Others,Others
53329-JAM,Male,32,Yes,Jammu & Kashmir,2,2,Deal 5,No,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,36,250,0,0,0,250,Stayed,Others,Others
87595-KAR,Male,74,No,Karnataka,7,35,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70,116,0,0,19,135,Churned,Competitor,Competitor offered more data
97298-PUN,Male,50,No,Punjab,7,17,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25,1222,0,0,859,2082,Stayed,Others,Others
93266-GUJ,Male,70,No,Gujarat,1,7,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100,348,26,0,76,398,Churned,Dissatisfaction,Network reliability
85953-UTT,Female,20,No,Uttar Pradesh,4,12,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19,279,0,0,697,976,Stayed,Others,Others
56211-DEL,Female,20,No,Delhi,5,3,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,109,7790,0,0,853,8643,Stayed,Others,Others
48171-GUJ,Female,31,Yes,Gujarat,11,22,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94,4915,0,0,879,5794,Stayed,Others,Others
85643-KER,Female,75,Yes,Kerala,13,6,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,94,5439,0,0,1314,6753,Stayed,Others,Others
87692-AND,Female,42,No,Andhra Pradesh,2,18,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,95,4061,0,0,1440,5500,Stayed,Others,Others
53348-HAR,Female,41,No,Haryana,12,13,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111,6841,0,0,822,7662,Stayed,Others,Others
35000-MAH,Male,77,Yes,Maharashtra,1,7,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74,1096,0,0,491,1587,Churned,Dissatisfaction,Service dissatisfaction
82709-GUJ,Male,43,No,Gujarat,11,29,Deal 5,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79,571,0,0,23,594,Stayed,Others,Others
54584-WES,Female,46,No,West Bengal,14,5,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111,7752,0,0,2861,10613,Stayed,Others,Others
66646-TAM,Male,79,No,Tamil Nadu,7,2,Deal 1,No,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63,4686,0,0,0,4686,Stayed,Others,Others
52916-JAM,Male,62,Yes,Jammu & Kashmir,7,4,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75,271,0,0,80,350,Churned,Competitor,Competitor made better offer
89492-PUN,Male,45,No,Punjab,6,27,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20,624,0,0,1402,2026,Stayed,Others,Others
47156-TAM,Female,75,No,Tamil Nadu,2,24,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99,7214,0,0,1562,8776,Stayed,Others,Others
31962-ODI,Female,68,No,Odisha,12,18,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,99,6018,0,150,624,6792,Stayed,Others,Others
91890-HAR,Female,60,No,Haryana,15,10,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Two Year,No,Mailed Check,49,180,0,0,125,304,Stayed,Others,Others
82420-AND,Male,28,No,Andhra Pradesh,15,28,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,96,5088,12,0,465,5541,Stayed,Others,Others
95965-UTT,Female,40,No,Uttar Pradesh,1,8,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,58,1735,0,0,419,2154,Stayed,Others,Others
37491-JAM,Male,28,Yes,Jammu & Kashmir,1,33,Deal 2,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99,4921,0,0,1663,6583,Stayed,Others,Others
39068-RAJ,Female,38,Yes,Rajasthan,14,21,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101,5985,0,0,212,6197,Stayed,Others,Others
15132-GUJ,Female,22,Yes,Gujarat,10,1,None,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,70,4300,0,0,2265,6566,Stayed,Others,Others
18470-MAD,Male,47,Yes,Madhya Pradesh,8,24,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,No,One Year,No,Credit Card,87,1941,0,90,382,2413,Stayed,Others,Others
25996-UTT,Female,30,Yes,Uttar Pradesh,11,8,Deal 2,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,71,4386,0,0,84,4470,Stayed,Others,Others
85241-TAM,Female,36,Yes,Tamil Nadu,2,19,Deal 3,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,742,0,0,1582,2323,Stayed,Others,Others
16420-AND,Female,77,No,Andhra Pradesh,13,12,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,117,5439,0,0,2066,7505,Churned,Competitor,Competitor offered more data
44048-AND,Male,58,No,Andhra Pradesh,6,10,Deal 1,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,82,5784,0,0,1585,7369,Stayed,Others,Others
55895-TAM,Female,29,Yes,Tamil Nadu,0,13,None,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,77,2065,0,0,613,2679,Stayed,Others,Others
71937-ODI,Male,63,No,Odisha,7,13,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109,7108,35,0,286,7360,Stayed,Others,Others
68730-TEL,Male,47,Yes,Telangana,1,21,None,No,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,34,298,0,0,0,298,Churned,Attitude,Attitude of support person
41128-BIH,Male,42,Yes,Bihar,13,29,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89,1430,0,0,508,1938,Churned,Attitude,Attitude of support person
16806-RAJ,Female,25,No,Rajasthan,7,2,Deal 1,No,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,56,3880,0,0,0,3880,Stayed,Others,Others
23249-PUN,Male,59,No,Punjab,13,12,None,No,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,33,445,0,0,0,445,Stayed,Others,Others
31546-KER,Male,31,No,Kerala,15,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20,20,0,0,7,27,Churned,Attitude,Attitude of service provider
77144-TAM,Female,45,Yes,Tamil Nadu,5,12,None,No,No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,44,1184,0,0,0,1184,Stayed,Others,Others
27021-TEL,Female,33,Yes,Telangana,14,36,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20,403,0,0,775,1178,Stayed,Others,Others
43464-ASS,Female,46,Yes,Assam,4,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19,145,0,0,51,196,Stayed,Others,Others
16591-JAM,Female,56,No,Jammu & Kashmir,10,11,Deal 3,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80,3059,0,0,1601,4660,Churned,Other,Don't know
92923-JHA,Male,72,No,Jharkhand,10,27,Deal 4,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90,2024,0,0,725,2749,Stayed,Others,Others
76793-BIH,Male,55,No,Bihar,12,20,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111,7321,0,0,3142,10463,Stayed,Others,Others
13778-MAD,Female,60,Yes,Madhya Pradesh,3,9,Deal 2,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25,1204,36,0,1140,2308,Stayed,Others,Others
18411-KER,Male,39,Yes,Kerala,7,9,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104,6693,0,0,2932,9625,Stayed,Others,Others
39280-DEL,Female,48,Yes,Delhi,6,23,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104,3417,0,0,455,3872,Stayed,Others,Others
67405-MAH,Female,48,No,Maharashtra,10,1,Deal 2,Yes,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,70,3913,0,0,2089,6002,Churned,Dissatisfaction,Network reliability
84234-MAH,Male,34,No,Maharashtra,4,2,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,84,4300,40,0,485,4745,Stayed,Others,Others
67773-UTT,Male,38,No,Uttar Pradesh,7,24,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20,342,0,0,92,434,Churned,Price,Long distance charges
98483-RAJ,Female,47,Yes,Rajasthan,7,18,Deal 2,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,25,1172,16,0,1678,2833,Stayed,Others,Others
78806-PUN,Male,66,Yes,Punjab,2,26,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,389,0,0,473,861,Stayed,Others,Others
63724-WES,Male,37,Yes,West Bengal,9,24,None,No,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,40,858,0,0,0,858,Stayed,Others,Others
94257-GUJ,Female,39,No,Gujarat,1,31,Deal 2,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51,2833,0,0,199,3032,Stayed,Others,Others
92234-TAM,Female,50,No,Tamil Nadu,13,7,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,95,891,0,0,157,1048,Churned,Other,Don't know
31250-BIH,Female,44,No,Bihar,9,16,Deal 3,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,532,0,0,1074,1605,Stayed,Others,Others
96678-TEL,Female,49,No,Telangana,8,8,None,No,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24,813,0,40,0,853,Stayed,Others,Others
98497-AND,Male,50,Yes,Andhra Pradesh,11,3,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,21,1191,37,0,1500,2654,Stayed,Others,Others
68216-ODI,Female,56,Yes,Odisha,6,21,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94,4015,0,0,1729,5743,Stayed,Others,Others
58325-MAD,Female,61,No,Madhya Pradesh,13,35,Deal 2,Yes,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card,62,2722,0,150,1974,4846,Stayed,Others,Others
73593-BIH,Female,34,Yes,Bihar,14,31,None,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,75,3254,0,0,1289,4543,Stayed,Others,Others
58319-UTT,Female,24,No,Uttarakhand,4,11,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,-2,134,0,0,291,426,Stayed,Others,Others
96575-KAR,Female,78,Yes,Karnataka,5,7,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103,2891,0,0,788,3679,Churned,Competitor,Competitor made better offer
48234-KAR,Male,24,Yes,Karnataka,7,6,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95,3848,0,0,1771,5619,Stayed,Others,Others
78790-PUN,Male,49,No,Punjab,0,4,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80,1862,0,0,1183,3045,Churned,Competitor,Competitor had better devices
87483-HAR,Female,40,No,Haryana,9,14,None,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105,4135,0,0,371,4506,Churned,Competitor,Competitor made better offer
22357-AND,Female,49,No,Andhra Pradesh,9,13,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104,6813,0,0,2678,9491,Stayed,Others,Others
97365-GUJ,Male,59,Yes,Gujarat,15,32,None,No,No,Yes,Cable,No,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,36,1383,0,130,0,1513,Stayed,Others,Others
21960-MAD,Male,42,No,Madhya Pradesh,12,31,None,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,71,3231,0,0,2059,5290,Stayed,Others,Others
66180-JAM,Male,21,Yes,Jammu & Kashmir,6,2,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85,3050,0,0,1583,4633,Churned,Competitor,Competitor made better offer
47483-TAM,Male,46,No,Tamil Nadu,3,32,Deal 2,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80,4981,0,0,3021,8002,Stayed,Others,Others
79245-JAM,Male,48,No,Jammu & Kashmir,6,1,None,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,70,2045,0,0,972,3017,Stayed,Others,Others
87121-TAM,Female,26,No,Tamil Nadu,13,23,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114,7939,0,0,1212,9152,Stayed,Others,Others
63880-AND,Male,45,Yes,Andhra Pradesh,15,12,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,104,542,0,0,194,736,Churned,Other,Moved
58156-KAR,Female,56,Yes,Karnataka,8,23,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93,2248,0,40,1126,3414,Stayed,Others,Others
49023-PUD,Female,51,Yes,Puducherry,8,31,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,208,0,0,315,523,Stayed,Others,Others
78738-TAM,Male,53,No,Tamil Nadu,5,11,Deal 2,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99,5721,0,0,1895,7616,Stayed,Others,Others
85049-MAD,Female,41,Yes,Madhya Pradesh,15,3,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44,81,0,0,94,175,Churned,Other,Don't know
33852-ASS,Female,42,No,Assam,14,25,Deal 5,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66,546,0,0,206,752,Stayed,Others,Others
